temperature,pressure,humidity,CO2,TVOC,Color temperature,DUV,LUX,Motion,O2,O2voltage,PM2.5,PM10,Datetime
20.92363755851984,980.2706999136359,54.67669072984655,432,4,3152.6240220573877,0.002833537757396698,806.15592,False,20.330906471023113,1.399140833988985,0.0,0.0,05.05.2019. 18:26:23
20.928648615960263,980.2786366907368,54.6876012650375,409,1,3154.8405744553656,0.002834804356098175,807.46668,False,20.333838020443444,1.3993359559402043,6.2,24.4,05.05.2019. 18:26:43
20.928648615960263,980.1958552062658,54.65009419958265,409,1,3152.9416210967775,0.0028420165181159973,806.15594,False,20.329677111588783,1.3990590086546026,6.0,21.2,05.05.2019. 18:27:03
20.93867073171423,980.1565390079214,54.6236904955179,409,1,3152.5067711927104,0.002839483320713043,803.53448,False,20.33298692545045,1.399279307631786,6.3,21.0,05.05.2019. 18:27:23
20.948692848632344,980.2000051558492,54.640153127488986,407,1,3150.6893439113182,0.002835288643836975,794.3594,False,20.33780979707744,1.3996003147128244,6.0,22.4,05.05.2019. 18:27:43
20.95370390752796,980.2079411637337,54.61355432254655,433,5,3149.657202747252,0.0028367266058921814,794.35938,False,20.34036308205644,1.3997702596380803,6.2,18.9,05.05.2019. 18:28:03
20.943681790027767,980.1644747267733,54.64531769015322,433,5,3150.5049315935576,0.002830781042575836,794.3594,False,20.343341914531933,1.3999685287175452,5.9,20.0,05.05.2019. 18:28:24
20.95370390752796,980.1803462537596,54.64034693091108,438,5,3149.4499308174845,0.0028292611241340637,791.73794,False,20.341497875380437,1.3998457907159716,5.9,22.0,05.05.2019. 18:28:44
20.963726026192308,980.2790040725168,54.63537588390679,433,5,3147.768868008301,0.002776511013507843,765.5235,False,20.34386202813877,1.4000031471282455,6.3,24.6,05.05.2019. 18:29:04
20.948692848632344,980.1724104753868,54.65622840976928,433,5,3149.280028112216,0.0027755796909332275,766.83426,False,20.35190014751709,1.4005381589299761,6.2,20.9,05.05.2019. 18:29:24
20.948692848632344,980.2275998582246,54.68302037730408,438,5,3146.5003103953013,0.0027807578444480896,764.21276,False,20.358567058295588,1.4009819040125886,6.0,19.1,05.05.2019. 18:29:44
20.95370390752796,980.2355360956212,54.6564223941681,423,3,3145.9677803646696,0.0027664676308631897,765.52348,False,20.354595281661588,1.4007175452399685,6.4,24.5,05.05.2019. 18:30:04
20.948692848632344,980.2000051558492,54.67230361573001,889,74,3148.736796360221,0.0027590319514274597,769.45568,True,20.843752248807693,1.4285664830841858,6.2,21.3,05.05.2019. 18:30:24
21.008825574588265,980.2124469758809,55.86950430224787,954,84,3286.4956864309197,0.007299289107322693,667.2223,True,20.610915539649433,1.416383949645948,7.1,31.1,05.05.2019. 18:30:44
21.094013674766757,980.1817502191848,54.46351822083031,942,82,3127.8909058072295,0.003153964877128601,790.42678,True,20.55901127875839,1.4132462627852085,8.9,49.6,05.05.2019. 18:31:04
21.099024742102483,980.1896850234962,54.36185793564224,880,73,3128.9662494937215,0.0031042397022247314,787.80536,True,20.571141361795114,1.4139795436664042,6.9,30.9,05.05.2019. 18:31:24
21.078980474505805,980.240747468086,54.38789874215509,930,80,3128.1035567381505,0.0031204000115394592,789.11608,True,20.584052351465097,1.4147600314712823,6.4,33.6,05.05.2019. 18:31:44
21.08399154096842,980.1934814018105,54.38808940283961,930,80,3126.792207272822,0.0031204968690872192,789.11604,True,20.592538203546585,1.415273013375295,6.2,28.1,05.05.2019. 18:32:04
21.104035809729247,980.1700182591572,54.329883543880584,920,79,3128.11751857292,0.003126688301563263,790.4268,True,20.59446443990864,1.4153894571203776,5.9,23.7,05.05.2019. 18:32:24
21.109046877647053,980.2055547212044,54.324712617885076,930,80,3130.0658631458036,0.00311829149723053,790.42682,True,20.59852515440162,1.4156349331235247,6.3,23.0,05.05.2019. 18:32:44
21.119069014355773,980.1386177426343,54.29828725955116,942,82,3128.720379054025,0.003133326768875122,790.4268,True,20.597171582903965,1.4155531077891423,5.7,23.2,05.05.2019. 18:33:04
21.134102221601644,980.2176265095119,54.23988193200695,930,80,3129.6386602773923,0.0031306222081184387,790.42682,True,20.602481748010167,1.415874114870181,6.6,25.4,05.05.2019. 18:33:24
